id,publication_year,cited_by_count,author_ids
https://openalex.org/W1825892232,2015,38,"['https://openalex.org/A5003213649', 'https://openalex.org/A5015080044', 'https://openalex.org/A5082358191']"
https://openalex.org/W2070599055,2007,47,"['https://openalex.org/A5073467527', 'https://openalex.org/A5025707918', 'https://openalex.org/A5025967818', 'https://openalex.org/A5082358191', 'https://openalex.org/A5065692438', 'https://openalex.org/A5060753814']"
https://openalex.org/W2154953443,2009,44,"['https://openalex.org/A5090386408', 'https://openalex.org/A5042185020', 'https://openalex.org/A5082358191', 'https://openalex.org/A5044033087', 'https://openalex.org/A5065692438']"
https://openalex.org/W2159365520,2014,29,"['https://openalex.org/A5017222566', 'https://openalex.org/A5082358191', 'https://openalex.org/A5064827570', 'https://openalex.org/A5065692438']"
https://openalex.org/W3008104740,2020,18,"['https://openalex.org/A5044587323', 'https://openalex.org/A5087560957', 'https://openalex.org/A5082358191', 'https://openalex.org/A5031707985']"
https://openalex.org/W1964405426,2007,40,"['https://openalex.org/A5040556286', 'https://openalex.org/A5082358191', 'https://openalex.org/A5042185020', 'https://openalex.org/A5065692438']"
https://openalex.org/W2621858830,2017,23,"['https://openalex.org/A5003213649', 'https://openalex.org/A5044587323', 'https://openalex.org/A5047643510', 'https://openalex.org/A5065692438', 'https://openalex.org/A5082358191', 'https://openalex.org/A5032953678', 'https://openalex.org/A5001647657']"
https://openalex.org/W1888107502,2015,56,"['https://openalex.org/A5005139544', 'https://openalex.org/A5084537405', 'https://openalex.org/A5016626361', 'https://openalex.org/A5018179727']"
https://openalex.org/W2895928095,2018,44,"['https://openalex.org/A5084008844', 'https://openalex.org/A5071109361', 'https://openalex.org/A5084537405', 'https://openalex.org/A5054965138']"
https://openalex.org/W2984361602,2019,17,"['https://openalex.org/A5054965138', 'https://openalex.org/A5084537405', 'https://openalex.org/A5071109361', 'https://openalex.org/A5084008844']"
https://openalex.org/W2229021235,2015,13,"['https://openalex.org/A5054965138', 'https://openalex.org/A5084537405', 'https://openalex.org/A5071109361', 'https://openalex.org/A5084008844']"
https://openalex.org/W1971398141,2004,298,['https://openalex.org/A5026931667']
https://openalex.org/W2996448636,2019,97,"['https://openalex.org/A5033574079', 'https://openalex.org/A5074995400', 'https://openalex.org/A5026931667', 'https://openalex.org/A5015080044']"
https://openalex.org/W3014661183,2020,54,"['https://openalex.org/A5004263269', 'https://openalex.org/A5023874785', 'https://openalex.org/A5063959224', 'https://openalex.org/A5084179523', 'https://openalex.org/A5026931667', 'https://openalex.org/A5021604824', 'https://openalex.org/A5062266354']"
https://openalex.org/W1989883465,2002,126,"['https://openalex.org/A5057990905', 'https://openalex.org/A5026931667', 'https://openalex.org/A5076582293']"
https://openalex.org/W2592909217,2017,65,"['https://openalex.org/A5052776631', 'https://openalex.org/A5058732791', 'https://openalex.org/A5087893605', 'https://openalex.org/A5015080044', 'https://openalex.org/A5026931667']"
https://openalex.org/W2963016267,2018,58,"['https://openalex.org/A5052776631', 'https://openalex.org/A5087893605', 'https://openalex.org/A5058732791', 'https://openalex.org/A5033574079', 'https://openalex.org/A5026931667', 'https://openalex.org/A5015080044']"
https://openalex.org/W2584966627,2017,49,"['https://openalex.org/A5029449724', 'https://openalex.org/A5068931866', 'https://openalex.org/A5026931667', 'https://openalex.org/A5040953327']"
https://openalex.org/W3125940600,2007,57,"['https://openalex.org/A5057990905', 'https://openalex.org/A5026931667']"
https://openalex.org/W2588198659,2017,34,"['https://openalex.org/A5008490574', 'https://openalex.org/A5026931667']"
https://openalex.org/W3123816938,2007,47,['https://openalex.org/A5026931667']
https://openalex.org/W3092393330,2020,21,"['https://openalex.org/A5058732791', 'https://openalex.org/A5031468037', 'https://openalex.org/A5065665426', 'https://openalex.org/A5026931667']"
https://openalex.org/W2027505134,2014,18,"['https://openalex.org/A5011214935', 'https://openalex.org/A5026931667', 'https://openalex.org/A5086751212']"
https://openalex.org/W1598121232,2009,17,"['https://openalex.org/A5088034862', 'https://openalex.org/A5068629510', 'https://openalex.org/A5026931667']"
https://openalex.org/W4250502060,2012,13,"['https://openalex.org/A5011214935', 'https://openalex.org/A5026931667', 'https://openalex.org/A5086751212']"
https://openalex.org/W2980848068,2019,11,"['https://openalex.org/A5008490574', 'https://openalex.org/A5013468993', 'https://openalex.org/A5026931667']"
https://openalex.org/W2899246843,2018,94,"['https://openalex.org/A5066694574', 'https://openalex.org/A5059171727']"
https://openalex.org/W4280576339,2022,42,"['https://openalex.org/A5065665426', 'https://openalex.org/A5058732791', 'https://openalex.org/A5001375811', 'https://openalex.org/A5015080044', 'https://openalex.org/A5085139454']"
https://openalex.org/W2592909217,2017,65,"['https://openalex.org/A5052776631', 'https://openalex.org/A5058732791', 'https://openalex.org/A5087893605', 'https://openalex.org/A5015080044', 'https://openalex.org/A5026931667']"
https://openalex.org/W2963016267,2018,58,"['https://openalex.org/A5052776631', 'https://openalex.org/A5087893605', 'https://openalex.org/A5058732791', 'https://openalex.org/A5033574079', 'https://openalex.org/A5026931667', 'https://openalex.org/A5015080044']"
https://openalex.org/W3092393330,2020,21,"['https://openalex.org/A5058732791', 'https://openalex.org/A5031468037', 'https://openalex.org/A5065665426', 'https://openalex.org/A5026931667']"
https://openalex.org/W3006753318,2020,473,"['https://openalex.org/A5046420137', 'https://openalex.org/A5047198701', 'https://openalex.org/A5038377848', 'https://openalex.org/A5025323154']"
https://openalex.org/W2896123415,2019,27,"['https://openalex.org/A5051210012', 'https://openalex.org/A5004733065', 'https://openalex.org/A5039159288', 'https://openalex.org/A5033341922', 'https://openalex.org/A5006140886', 'https://openalex.org/A5027676114', 'https://openalex.org/A5010514997']"
https://openalex.org/W4294287230,2022,13,['https://openalex.org/A5011326378']
https://openalex.org/W4211001454,2022,18,"['https://openalex.org/A5091329933', 'https://openalex.org/A5014956855', 'https://openalex.org/A5082548349', 'https://openalex.org/A5067874735', 'https://openalex.org/A5059939086', 'https://openalex.org/A5033328555', 'https://openalex.org/A5061970875', 'https://openalex.org/A5041746597']"
https://openalex.org/W2134378943,2010,43,"['https://openalex.org/A5031973253', 'https://openalex.org/A5020819058', 'https://openalex.org/A5049482441', 'https://openalex.org/A5061970875', 'https://openalex.org/A5066439685']"
https://openalex.org/W2586242862,2017,27,"['https://openalex.org/A5005554590', 'https://openalex.org/A5042339914', 'https://openalex.org/A5074010739', 'https://openalex.org/A5061970875', 'https://openalex.org/A5072847592', 'https://openalex.org/A5089964743', 'https://openalex.org/A5009277635', 'https://openalex.org/A5014105109']"
https://openalex.org/W2941458407,2019,21,"['https://openalex.org/A5045421676', 'https://openalex.org/A5071571264', 'https://openalex.org/A5020819058', 'https://openalex.org/A5061970875', 'https://openalex.org/A5060102282', 'https://openalex.org/A5004124230']"
https://openalex.org/W2010278636,2013,18,"['https://openalex.org/A5039202353', 'https://openalex.org/A5005799052', 'https://openalex.org/A5061970875']"
https://openalex.org/W2108745490,2012,16,"['https://openalex.org/A5010015600', 'https://openalex.org/A5061970875']"
https://openalex.org/W2915781689,2019,11,"['https://openalex.org/A5023516815', 'https://openalex.org/A5040339760', 'https://openalex.org/A5071571264', 'https://openalex.org/A5061970875', 'https://openalex.org/A5020819058']"
https://openalex.org/W2096840427,2004,13,"['https://openalex.org/A5071895721', 'https://openalex.org/A5052272304', 'https://openalex.org/A5061970875']"
https://openalex.org/W2178843456,2016,435,"['https://openalex.org/A5027036879', 'https://openalex.org/A5048789742', 'https://openalex.org/A5081429241', 'https://openalex.org/A5000679279']"
https://openalex.org/W2148527862,2013,281,"['https://openalex.org/A5048789742', 'https://openalex.org/A5061046334', 'https://openalex.org/A5055710645', 'https://openalex.org/A5091272738']"
https://openalex.org/W2008161828,2014,87,"['https://openalex.org/A5048789742', 'https://openalex.org/A5054728820', 'https://openalex.org/A5068021191', 'https://openalex.org/A5070795618']"
https://openalex.org/W3012950066,2020,81,"['https://openalex.org/A5048789742', 'https://openalex.org/A5038618660', 'https://openalex.org/A5073662865', 'https://openalex.org/A5018503243', 'https://openalex.org/A5002597222']"
https://openalex.org/W2265595858,2016,77,"['https://openalex.org/A5043155699', 'https://openalex.org/A5081429241', 'https://openalex.org/A5080592530', 'https://openalex.org/A5048789742', 'https://openalex.org/A5000679279']"
https://openalex.org/W3216042640,2021,37,"['https://openalex.org/A5051097264', 'https://openalex.org/A5048789742']"
https://openalex.org/W1417125139,2015,54,"['https://openalex.org/A5048789742', 'https://openalex.org/A5061046334', 'https://openalex.org/A5055710645', 'https://openalex.org/A5091272738', 'https://openalex.org/A5030578187']"
https://openalex.org/W2963723885,2019,53,"['https://openalex.org/A5049696662', 'https://openalex.org/A5011517415', 'https://openalex.org/A5048789742', 'https://openalex.org/A5000111344']"
https://openalex.org/W2612327332,2017,49,"['https://openalex.org/A5018503243', 'https://openalex.org/A5048789742', 'https://openalex.org/A5013836248', 'https://openalex.org/A5080592530', 'https://openalex.org/A5046348432', 'https://openalex.org/A5076265623']"
https://openalex.org/W3033620876,2020,28,"['https://openalex.org/A5067319603', 'https://openalex.org/A5049055278', 'https://openalex.org/A5055710645', 'https://openalex.org/A5048789742']"
https://openalex.org/W2797341271,2018,28,"['https://openalex.org/A5031039880', 'https://openalex.org/A5048789742', 'https://openalex.org/A5007292959']"
https://openalex.org/W2911529586,2019,27,"['https://openalex.org/A5051097264', 'https://openalex.org/A5048789742']"
https://openalex.org/W2951364397,2014,23,"['https://openalex.org/A5048789742', 'https://openalex.org/A5061046334', 'https://openalex.org/A5055710645', 'https://openalex.org/A5091272738']"
https://openalex.org/W2955561636,2019,17,"['https://openalex.org/A5067319603', 'https://openalex.org/A5048789742']"
https://openalex.org/W2618131751,2018,15,"['https://openalex.org/A5048789742', 'https://openalex.org/A5084743841']"
https://openalex.org/W2986885494,2019,15,"['https://openalex.org/A5031039880', 'https://openalex.org/A5048789742', 'https://openalex.org/A5007292959']"
https://openalex.org/W2550156804,2016,12,"['https://openalex.org/A5047112693', 'https://openalex.org/A5048789742', 'https://openalex.org/A5084417437', 'https://openalex.org/A5082522656']"
https://openalex.org/W1977358782,2006,135,"['https://openalex.org/A5028408305', 'https://openalex.org/A5076021081', 'https://openalex.org/A5075620733']"
https://openalex.org/W2052449534,2012,51,"['https://openalex.org/A5064104587', 'https://openalex.org/A5028408305', 'https://openalex.org/A5075620733', 'https://openalex.org/A5076021081', 'https://openalex.org/A5001164119']"
https://openalex.org/W2112269337,2006,62,['https://openalex.org/A5076021081']
https://openalex.org/W2138279440,2010,15,"['https://openalex.org/A5030812219', 'https://openalex.org/A5011245303', 'https://openalex.org/A5030672438', 'https://openalex.org/A5076021081']"
https://openalex.org/W2127588647,2011,13,"['https://openalex.org/A5003790767', 'https://openalex.org/A5076021081', 'https://openalex.org/A5075620733', 'https://openalex.org/A5028408305']"
https://openalex.org/W1750303469,2013,104,"['https://openalex.org/A5027363618', 'https://openalex.org/A5029246651', 'https://openalex.org/A5051597957', 'https://openalex.org/A5021922894', 'https://openalex.org/A5043583247']"
https://openalex.org/W3037826211,2014,2288,"['https://openalex.org/A5002020728', 'https://openalex.org/A5027588100', 'https://openalex.org/A5061287527', 'https://openalex.org/A5027592252', 'https://openalex.org/A5084793824', 'https://openalex.org/A5058684689']"
https://openalex.org/W3102201777,2013,583,"['https://openalex.org/A5019170728', 'https://openalex.org/A5086166846', 'https://openalex.org/A5015375690', 'https://openalex.org/A5002020728', 'https://openalex.org/A5084793824', 'https://openalex.org/A5058684689', 'https://openalex.org/A5040997517', 'https://openalex.org/A5027588100']"
https://openalex.org/W2029130073,2010,231,"['https://openalex.org/A5002092845', 'https://openalex.org/A5002020728', 'https://openalex.org/A5082358191', 'https://openalex.org/A5053938061']"
https://openalex.org/W1969913143,2008,199,"['https://openalex.org/A5007872613', 'https://openalex.org/A5002020728', 'https://openalex.org/A5065692438', 'https://openalex.org/A5082358191']"
https://openalex.org/W2065666214,2012,97,"['https://openalex.org/A5025707918', 'https://openalex.org/A5002020728', 'https://openalex.org/A5082358191', 'https://openalex.org/A5021062065', 'https://openalex.org/A5024253756', 'https://openalex.org/A5034224162']"
https://openalex.org/W1983422833,2014,79,"['https://openalex.org/A5002020728', 'https://openalex.org/A5043029559', 'https://openalex.org/A5082358191']"
https://openalex.org/W2890102673,2020,65,"['https://openalex.org/A5076742135', 'https://openalex.org/A5086711289', 'https://openalex.org/A5011306454', 'https://openalex.org/A5065692438', 'https://openalex.org/A5002020728']"
https://openalex.org/W3164840802,2022,13,"['https://openalex.org/A5005771102', 'https://openalex.org/A5031700305', 'https://openalex.org/A5069071856', 'https://openalex.org/A5085243869', 'https://openalex.org/A5002020728', 'https://openalex.org/A5074989106']"
https://openalex.org/W3021274097,2020,17,"['https://openalex.org/A5055929171', 'https://openalex.org/A5079596102', 'https://openalex.org/A5002020728']"
https://openalex.org/W3045230311,2020,15,"['https://openalex.org/A5014662127', 'https://openalex.org/A5069885186', 'https://openalex.org/A5002020728', 'https://openalex.org/A5015080044', 'https://openalex.org/A5082358191']"
https://openalex.org/W2745560323,2018,17,"['https://openalex.org/A5066749789', 'https://openalex.org/A5002020728', 'https://openalex.org/A5049372872']"
https://openalex.org/W2963066686,2018,12,"['https://openalex.org/A5011725009', 'https://openalex.org/A5065692438', 'https://openalex.org/A5002020728']"
https://openalex.org/W2763314926,2018,14,"['https://openalex.org/A5011949740', 'https://openalex.org/A5060206772', 'https://openalex.org/A5031931052', 'https://openalex.org/A5084942634', 'https://openalex.org/A5028244330']"
https://openalex.org/W1750303469,2013,104,"['https://openalex.org/A5027363618', 'https://openalex.org/A5029246651', 'https://openalex.org/A5051597957', 'https://openalex.org/A5021922894', 'https://openalex.org/A5043583247']"
https://openalex.org/W3037826211,2014,2288,"['https://openalex.org/A5002020728', 'https://openalex.org/A5027588100', 'https://openalex.org/A5061287527', 'https://openalex.org/A5027592252', 'https://openalex.org/A5084793824', 'https://openalex.org/A5058684689']"
https://openalex.org/W3102201777,2013,583,"['https://openalex.org/A5019170728', 'https://openalex.org/A5086166846', 'https://openalex.org/A5015375690', 'https://openalex.org/A5002020728', 'https://openalex.org/A5084793824', 'https://openalex.org/A5058684689', 'https://openalex.org/A5040997517', 'https://openalex.org/A5027588100']"
https://openalex.org/W2029130073,2010,231,"['https://openalex.org/A5002092845', 'https://openalex.org/A5002020728', 'https://openalex.org/A5082358191', 'https://openalex.org/A5053938061']"
https://openalex.org/W1969913143,2008,199,"['https://openalex.org/A5007872613', 'https://openalex.org/A5002020728', 'https://openalex.org/A5065692438', 'https://openalex.org/A5082358191']"
https://openalex.org/W2065666214,2012,97,"['https://openalex.org/A5025707918', 'https://openalex.org/A5002020728', 'https://openalex.org/A5082358191', 'https://openalex.org/A5021062065', 'https://openalex.org/A5024253756', 'https://openalex.org/A5034224162']"
https://openalex.org/W1983422833,2014,79,"['https://openalex.org/A5002020728', 'https://openalex.org/A5043029559', 'https://openalex.org/A5082358191']"
https://openalex.org/W2890102673,2020,65,"['https://openalex.org/A5076742135', 'https://openalex.org/A5086711289', 'https://openalex.org/A5011306454', 'https://openalex.org/A5065692438', 'https://openalex.org/A5002020728']"
https://openalex.org/W3164840802,2022,13,"['https://openalex.org/A5005771102', 'https://openalex.org/A5031700305', 'https://openalex.org/A5069071856', 'https://openalex.org/A5085243869', 'https://openalex.org/A5002020728', 'https://openalex.org/A5074989106']"
https://openalex.org/W3021274097,2020,17,"['https://openalex.org/A5055929171', 'https://openalex.org/A5079596102', 'https://openalex.org/A5002020728']"
https://openalex.org/W3045230311,2020,15,"['https://openalex.org/A5014662127', 'https://openalex.org/A5069885186', 'https://openalex.org/A5002020728', 'https://openalex.org/A5015080044', 'https://openalex.org/A5082358191']"
https://openalex.org/W2745560323,2018,17,"['https://openalex.org/A5066749789', 'https://openalex.org/A5002020728', 'https://openalex.org/A5049372872']"
https://openalex.org/W2963066686,2018,12,"['https://openalex.org/A5011725009', 'https://openalex.org/A5065692438', 'https://openalex.org/A5002020728']"
https://openalex.org/W3204530417,2021,11,['https://openalex.org/A5033521118']
https://openalex.org/W2980902266,2019,64,['https://openalex.org/A5063065481']
https://openalex.org/W2997979799,2019,62,"['https://openalex.org/A5063065481', 'https://openalex.org/A5011711173', 'https://openalex.org/A5009478901', 'https://openalex.org/A5079861829', 'https://openalex.org/A5049007470', 'https://openalex.org/A5055420216', 'https://openalex.org/A5049135952', 'https://openalex.org/A5073459923', 'https://openalex.org/A5035328798']"
https://openalex.org/W4280508350,2022,17,"['https://openalex.org/A5066924384', 'https://openalex.org/A5078257556', 'https://openalex.org/A5063065481', 'https://openalex.org/A5037185687', 'https://openalex.org/A5088778411', 'https://openalex.org/A5067534857', 'https://openalex.org/A5027112658']"
https://openalex.org/W2946714792,2019,31,"['https://openalex.org/A5049135952', 'https://openalex.org/A5063065481', 'https://openalex.org/A5009478901', 'https://openalex.org/A5035328798', 'https://openalex.org/A5049007470', 'https://openalex.org/A5090224416']"
https://openalex.org/W2030821424,2013,119,"['https://openalex.org/A5002578025', 'https://openalex.org/A5074755166', 'https://openalex.org/A5009349156', 'https://openalex.org/A5021997838']"
https://openalex.org/W3101913361,2018,70,"['https://openalex.org/A5067907907', 'https://openalex.org/A5074755166']"
https://openalex.org/W3012568092,2020,69,"['https://openalex.org/A5035224908', 'https://openalex.org/A5017316523', 'https://openalex.org/A5074755166', 'https://openalex.org/A5025324825', 'https://openalex.org/A5065926474']"
https://openalex.org/W2167918466,2003,114,"['https://openalex.org/A5070076188', 'https://openalex.org/A5074755166', 'https://openalex.org/A5021997838', 'https://openalex.org/A5019281970']"
https://openalex.org/W2054162326,2008,79,"['https://openalex.org/A5017316523', 'https://openalex.org/A5074755166', 'https://openalex.org/A5065926474', 'https://openalex.org/A5072990982']"
https://openalex.org/W2063608314,2011,49,"['https://openalex.org/A5065926474', 'https://openalex.org/A5074755166', 'https://openalex.org/A5017316523', 'https://openalex.org/A5072990982']"
https://openalex.org/W3125701389,2012,39,"['https://openalex.org/A5073514351', 'https://openalex.org/A5001069613', 'https://openalex.org/A5074755166', 'https://openalex.org/A5017316523', 'https://openalex.org/A5072990982']"
https://openalex.org/W1933178270,2013,36,"['https://openalex.org/A5017316523', 'https://openalex.org/A5053941878', 'https://openalex.org/A5074755166', 'https://openalex.org/A5072990982']"
https://openalex.org/W2133938361,2011,38,"['https://openalex.org/A5074755166', 'https://openalex.org/A5049466613', 'https://openalex.org/A5021997838']"
https://openalex.org/W2035054118,2005,41,"['https://openalex.org/A5074755166', 'https://openalex.org/A5021997838']"
https://openalex.org/W1969617450,2014,25,"['https://openalex.org/A5005858068', 'https://openalex.org/A5017316523', 'https://openalex.org/A5074755166', 'https://openalex.org/A5065926474', 'https://openalex.org/A5072990982']"
https://openalex.org/W3137522600,2021,11,"['https://openalex.org/A5052467882', 'https://openalex.org/A5080502439', 'https://openalex.org/A5067907907', 'https://openalex.org/A5074755166']"
https://openalex.org/W1990281217,2013,19,"['https://openalex.org/A5074755166', 'https://openalex.org/A5039154815', 'https://openalex.org/A5021997838']"
https://openalex.org/W2164366998,2011,19,"['https://openalex.org/A5074755166', 'https://openalex.org/A5021997838', 'https://openalex.org/A5069894387']"
https://openalex.org/W2735525794,2017,17,"['https://openalex.org/A5074755166', 'https://openalex.org/A5027473086', 'https://openalex.org/A5010741021', 'https://openalex.org/A5021997838']"
https://openalex.org/W2998178974,2020,12,"['https://openalex.org/A5052467882', 'https://openalex.org/A5074755166', 'https://openalex.org/A5067907907']"
https://openalex.org/W1986777098,2003,23,"['https://openalex.org/A5074755166', 'https://openalex.org/A5021997838', 'https://openalex.org/A5019281970']"
https://openalex.org/W4256246874,2010,16,"['https://openalex.org/A5072990982', 'https://openalex.org/A5017316523', 'https://openalex.org/A5074755166']"
https://openalex.org/W1964314340,2014,11,"['https://openalex.org/A5005858068', 'https://openalex.org/A5074755166', 'https://openalex.org/A5017316523', 'https://openalex.org/A5065926474', 'https://openalex.org/A5072990982']"
https://openalex.org/W2070504703,2004,14,"['https://openalex.org/A5074755166', 'https://openalex.org/A5021997838']"
https://openalex.org/W3101913361,2018,70,"['https://openalex.org/A5067907907', 'https://openalex.org/A5074755166']"
https://openalex.org/W2080861976,2010,27,"['https://openalex.org/A5067907907', 'https://openalex.org/A5072243275', 'https://openalex.org/A5056739169']"
https://openalex.org/W2346943913,2016,20,"['https://openalex.org/A5008340710', 'https://openalex.org/A5030237573', 'https://openalex.org/A5067907907', 'https://openalex.org/A5037546466', 'https://openalex.org/A5014219750']"
https://openalex.org/W3137522600,2021,11,"['https://openalex.org/A5052467882', 'https://openalex.org/A5080502439', 'https://openalex.org/A5067907907', 'https://openalex.org/A5074755166']"
https://openalex.org/W2998178974,2020,12,"['https://openalex.org/A5052467882', 'https://openalex.org/A5074755166', 'https://openalex.org/A5067907907']"
https://openalex.org/W2126822987,2014,14,['https://openalex.org/A5067907907']
https://openalex.org/W2081614371,2010,11,"['https://openalex.org/A5067907907', 'https://openalex.org/A5072243275']"
https://openalex.org/W3137522600,2021,11,"['https://openalex.org/A5052467882', 'https://openalex.org/A5080502439', 'https://openalex.org/A5067907907', 'https://openalex.org/A5074755166']"
https://openalex.org/W2953410413,2019,36,"['https://openalex.org/A5062885914', 'https://openalex.org/A5021091118', 'https://openalex.org/A5052467882', 'https://openalex.org/A5023625736', 'https://openalex.org/A5010063991', 'https://openalex.org/A5029209441']"
https://openalex.org/W2884304041,2018,27,"['https://openalex.org/A5009058315', 'https://openalex.org/A5070052035', 'https://openalex.org/A5052467882', 'https://openalex.org/A5010063991', 'https://openalex.org/A5041575146', 'https://openalex.org/A5089009282']"
https://openalex.org/W2954446613,2019,18,"['https://openalex.org/A5041575146', 'https://openalex.org/A5062885914', 'https://openalex.org/A5011860154', 'https://openalex.org/A5052467882', 'https://openalex.org/A5089009282']"
https://openalex.org/W3137522600,2021,11,"['https://openalex.org/A5052467882', 'https://openalex.org/A5080502439', 'https://openalex.org/A5067907907', 'https://openalex.org/A5074755166']"
https://openalex.org/W2998178974,2020,12,"['https://openalex.org/A5052467882', 'https://openalex.org/A5074755166', 'https://openalex.org/A5067907907']"
https://openalex.org/W2900083780,2018,45,"['https://openalex.org/A5057360766', 'https://openalex.org/A5007077429']"
https://openalex.org/W3118261252,2021,154,"['https://openalex.org/A5000432967', 'https://openalex.org/A5006350000', 'https://openalex.org/A5078275221', 'https://openalex.org/A5025536015', 'https://openalex.org/A5000043933', 'https://openalex.org/A5082491697', 'https://openalex.org/A5047150833', 'https://openalex.org/A5076986736']"
https://openalex.org/W3098549142,2021,114,"['https://openalex.org/A5057925879', 'https://openalex.org/A5018787225', 'https://openalex.org/A5003949731', 'https://openalex.org/A5061580646', 'https://openalex.org/A5029582839', 'https://openalex.org/A5000043933', 'https://openalex.org/A5047150833', 'https://openalex.org/A5018257276', 'https://openalex.org/A5011943818']"
https://openalex.org/W4367310283,2023,13,"['https://openalex.org/A5083350270', 'https://openalex.org/A5040735180', 'https://openalex.org/A5000043933', 'https://openalex.org/A5053527968', 'https://openalex.org/A5080116943', 'https://openalex.org/A5039790391', 'https://openalex.org/A5039038612']"
https://openalex.org/W4281667098,2022,29,"['https://openalex.org/A5075104163', 'https://openalex.org/A5000043933', 'https://openalex.org/A5079261745', 'https://openalex.org/A5091246326', 'https://openalex.org/A5050006711', 'https://openalex.org/A5069814835', 'https://openalex.org/A5002900384']"
https://openalex.org/W3215014114,2021,16,"['https://openalex.org/A5062042468', 'https://openalex.org/A5000043933', 'https://openalex.org/A5007770585']"
https://openalex.org/W2999958824,2020,17,"['https://openalex.org/A5016343058', 'https://openalex.org/A5000043933', 'https://openalex.org/A5047150833', 'https://openalex.org/A5020449489']"
https://openalex.org/W2894577536,2018,16,"['https://openalex.org/A5069047509', 'https://openalex.org/A5001233286', 'https://openalex.org/A5000043933']"
https://openalex.org/W2803389808,2018,23,"['https://openalex.org/A5067094699', 'https://openalex.org/A5014750522', 'https://openalex.org/A5021614922', 'https://openalex.org/A5071470375']"
https://openalex.org/W1984263819,2011,43,"['https://openalex.org/A5032369426', 'https://openalex.org/A5040217228', 'https://openalex.org/A5074059447']"
https://openalex.org/W3040100687,2020,21,"['https://openalex.org/A5040217228', 'https://openalex.org/A5032369426', 'https://openalex.org/A5063652311']"
https://openalex.org/W2061465439,2012,23,"['https://openalex.org/A5040217228', 'https://openalex.org/A5059740393', 'https://openalex.org/A5046969974']"
https://openalex.org/W88733199,2014,14,"['https://openalex.org/A5014141542', 'https://openalex.org/A5040217228', 'https://openalex.org/A5082205147']"
https://openalex.org/W2060805592,2014,13,"['https://openalex.org/A5022241982', 'https://openalex.org/A5059378540', 'https://openalex.org/A5002373584', 'https://openalex.org/A5015178241', 'https://openalex.org/A5063358671', 'https://openalex.org/A5001729428', 'https://openalex.org/A5040217228']"
https://openalex.org/W410032661,2014,12,"['https://openalex.org/A5016876361', 'https://openalex.org/A5031835202', 'https://openalex.org/A5040681951', 'https://openalex.org/A5040217228', 'https://openalex.org/A5032369426', 'https://openalex.org/A5009979056', 'https://openalex.org/A5002214819', 'https://openalex.org/A5076716774', 'https://openalex.org/A5037344196']"
https://openalex.org/W2130087232,2013,11,"['https://openalex.org/A5032369426', 'https://openalex.org/A5040217228', 'https://openalex.org/A5071019088', 'https://openalex.org/A5074059447', 'https://openalex.org/A5040681951', 'https://openalex.org/A5009979056', 'https://openalex.org/A5037344196', 'https://openalex.org/A5076716774']"
https://openalex.org/W3129272519,2021,45,"['https://openalex.org/A5028956216', 'https://openalex.org/A5068416688', 'https://openalex.org/A5088653510', 'https://openalex.org/A5066838197', 'https://openalex.org/A5021224510', 'https://openalex.org/A5024114692', 'https://openalex.org/A5028067869', 'https://openalex.org/A5043123329', 'https://openalex.org/A5037903078']"
https://openalex.org/W2482880346,2016,13,"['https://openalex.org/A5038358917', 'https://openalex.org/A5016753319', 'https://openalex.org/A5000475040']"
https://openalex.org/W2106748507,2008,248,"['https://openalex.org/A5017534262', 'https://openalex.org/A5005005137']"
https://openalex.org/W2108032050,2005,201,"['https://openalex.org/A5088891017', 'https://openalex.org/A5017534262']"
https://openalex.org/W2047669279,2004,168,"['https://openalex.org/A5017534262', 'https://openalex.org/A5088891017']"
https://openalex.org/W2062302811,2009,153,"['https://openalex.org/A5064444666', 'https://openalex.org/A5017534262', 'https://openalex.org/A5001268813', 'https://openalex.org/A5033133332']"
https://openalex.org/W1511739467,2007,151,"['https://openalex.org/A5017534262', 'https://openalex.org/A5077684761', 'https://openalex.org/A5021035910', 'https://openalex.org/A5058200677']"
https://openalex.org/W2098627973,2015,122,"['https://openalex.org/A5088891017', 'https://openalex.org/A5017534262']"
https://openalex.org/W2047447098,2013,112,"['https://openalex.org/A5017534262', 'https://openalex.org/A5039540205', 'https://openalex.org/A5073466376']"
https://openalex.org/W2522500382,2017,86,"['https://openalex.org/A5022719192', 'https://openalex.org/A5075063030', 'https://openalex.org/A5077079119', 'https://openalex.org/A5017534262']"
https://openalex.org/W3163675517,2021,37,"['https://openalex.org/A5039540205', 'https://openalex.org/A5001961716', 'https://openalex.org/A5017534262', 'https://openalex.org/A5071093940']"
https://openalex.org/W2049047769,2006,122,"['https://openalex.org/A5017534262', 'https://openalex.org/A5088891017']"
https://openalex.org/W2110781393,2006,110,"['https://openalex.org/A5017534262', 'https://openalex.org/A5021914264', 'https://openalex.org/A5036208778', 'https://openalex.org/A5058228238']"
https://openalex.org/W1741401815,2016,60,"['https://openalex.org/A5091658786', 'https://openalex.org/A5017534262']"
https://openalex.org/W2341846282,2015,58,"['https://openalex.org/A5025845324', 'https://openalex.org/A5023510020', 'https://openalex.org/A5060006615', 'https://openalex.org/A5039540205', 'https://openalex.org/A5017534262']"
